66,11,35,29,21,5,49,31,73,47,45,88,64,53,54,71,61,70,68,55,62,7,18,48,43,77,36
42,7,87,33,14,8,48,71,19,41,36,86,27,45,38,9,5,76,1,17,82,72,32,53,50,83,29
37,67,83,18,79,53,66,68,9,50,3,23,40,77,15,81,29,84,57,36,52,56,55,28,5,60,17
59,51,55,8,62,80,9,69,34,14,29,46,81,39,30,76,68,36,83,85,17,64,16,71,23,6,67
17,10,88,55,63,49,66,73,29,4,67,8,2,59,47,82,80,15,60,68,1,87,74,12,76,75,51
33,66,22,47,82,76,13,86,63,59,55,53,12,30,52,61,54,7,83,84,70,17,41,23,68,24,4
83,38,48,62,81,19,35,16,15,86,17,8,44,80,56,26,47,20,43,76,77,30,64,27,58,70,59
66,16,20,31,53,36,15,24,81,17,49,85,82,41,29,33,35,80,44,58,62,76,79,57,61,52,27
32,56,36,58,35,44,45,64,47,16,37,66,81,26,19,33,24,7,34,79,21,86,53,61,31,89,17
41,73,42,69,58,66,35,44,14,67,77,71,36,65,6,87,85,7,84,52,21,51,30,1,55,72,43
84,86,43,37,34,44,39,32,1,22,73,72,83,78,14,20,67,50,31,9,15,5,40,25,55,51,21
69,16,14,2,17,77,42,83,73,19,24,31,11,72,6,18,64,76,78,4,65,53,10,37,9,21,56
63,20,43,49,75,84,10,17,50,47,57,79,29,15,5,56,28,4,85,8,81,44,78,26,55,6,38
12,56,86,20,66,83,67,57,51,32,15,5,48,18,31,9,27,44,73,60,89,40,74,50,85,19,71
30,61,16,51,83,45,26,19,29,86,18,15,64,52,34,11,49,55,5,77,84,31,57,71,43,48,35
74,76,45,14,16,61,59,58,15,81,65,30,63,1,82,38,26,86,69,3,79,20,46,64,62,19,41
57,56,89,16,79,2,20,41,50,31,12,82,28,72,53,15,86,23,48,29,32,69,13,73,74,64,5
88,57,67,11,52,82,24,1,12,7,50,4,40,83,71,66,37,62,86,51,28,53,70,85,20,60,76
79,30,6,78,2,36,64,66,60,57,40,49,87,11,86,62,44,51,65,67,15,54,39,24,48,14,88
63,30,80,76,15,73,85,52,65,47,56,24,40,51,83,84,8,4,69,41,75,66,49,20,79,29,32
24,55,66,37,82,39,3,76,15,74,35,17,53,29,88,71,67,52,9,25,81,47,5,77,57,36,73
70,42,21,12,10,77,56,62,89,52,17,23,44,86,36,13,54,22,84,73,8,41,80,11,2,64,58
40,57,55,84,3,47,63,7,86,74,87,33,52,54,76,49,14,42,32,45,24,34,35,18,36,16,56
62,46,11,89,4,41,79,21,19,3,74,88,6,31,27,78,45,71,80,33,26,75,7,18,67,25,5
85,9,57,83,18,5,43,50,2,6,69,1,16,59,24,86,39,61,66,46,51,87,3,27,11,26,42
13,23,61,34,55,85,44,32,60,83,69,64,78,26,56,21,40,46,66,75,36,37,67,87,45,30,28
75,3,23,84,83,26,61,68,28,76,71,9,42,62,22,16,88,34,54,73,60,47,86,15,81,57,32
41,42,75,68,36,76,66,28,4,55,8,1,78,67,14,73,82,70,12,16,44,74,30,65,22,46,5
68,38,40,87,65,7,37,41,78,22,80,71,50,30,86,11,4,36,16,52,44,9,27,1,14,15,79
10,85,73,84,79,3,77,39,2,48,68,5,53,36,31,4,81,75,62,37,9,44,56,35,47,63,54
21,17,80,67,49,19,60,50,81,83,47,8,76,5,32,38,22,78,43,25,27,77,86,29,84,12,65
1,9,45,86,50,35,30,57,22,37,23,33,58,27,19,82,88,61,17,85,65,46,72,2,31,51,54
62,56,27,78,77,71,22,58,64,13,52,45,60,63,36,38,5,67,51,6,69,17,9,74,31,54,19
48,18,77,85,14,34,13,22,67,78,72,1,54,59,74,9,66,3,63,30,62,24,79,41,64,49,52
35,73,76,56,89,11,72,42,39,36,49,37,26,71,29,58,65,80,88,23,68,9,70,77,12,54,74
37,48,61,32,55,47,35,68,45,26,19,15,27,67,50,44,9,64,17,58,5,89,33,29,21,4,38
3,12,59,74,49,69,62,58,70,47,1,67,43,46,51,76,48,50,39,44,81,21,7,27,88,23,5
81,45,30,35,6,12,13,36,55,48,78,17,61,20,88,69,80,49,43,73,19,76,38,26,32,5,8
57,28,88,26,65,76,53,5,82,86,38,4,71,56,22,75,31,69,73,1,70,20,66,12,87,64,58
3,68,11,12,30,10,4,51,43,48,86,36,24,7,35,20,26,53,89,80,32,27,45,46,23,84,37
60,63,24,89,9,33,35,82,47,7,81,43,39,30,49,28,67,80,16,73,12,51,83,1,59,61,78
28,73,67,77,20,51,87,10,75,42,66,16,53,65,64,38,37,26,31,21,12,29,18,61,8,46,6
61,50,56,71,55,39,80,73,66,11,46,22,60,8,21,29,3,13,57,70,72,65,86,43,6,48,58
16,73,57,46,79,70,6,28,26,77,22,67,10,40,20,3,71,5,30,42,81,21,35,44,36,68,1
30,5,41,55,32,39,52,3,87,54,67,66,40,37,57,12,68,14,75,24,47,86,16,78,50,43,83
17,51,11,64,54,1,35,67,56,21,18,37,60,12,85,16,14,26,27,28,47,73,75,33,43,63,80
28,35,85,57,70,12,44,89,49,8,47,29,82,10,80,4,36,54,76,17,21,56,13,31,11,66,33
3,20,11,76,28,72,16,51,85,18,58,88,24,64,89,8,79,25,40,77,59,52,70,60,12,14,46
39,24,46,83,76,59,11,21,74,44,62,79,80,19,63,1,8,87,34,38,7,48,18,29,70,71,20
38,55,84,30,9,54,52,88,40,74,42,43,10,26,47,57,80,48,67,75,7,65,3,17,22,77,50
81,35,71,48,27,29,73,75,3,5,25,76,72,11,49,15,52,34,78,54,36,70,8,37,19,22,55
31,33,80,83,79,52,21,24,74,6,44,40,68,66,29,69,5,30,18,9,8,55,41,85,23,84,77
86,80,81,82,35,5,42,77,63,60,14,87,56,18,58,75,50,19,37,17,27,30,10,13,41,9,88
13,15,11,19,44,61,87,25,3,60,23,45,64,10,75,1,68,48,32,80,57,9,63,67,79,4,8
33,62,15,45,27,83,10,25,12,23,28,34,38,20,84,4,85,55,30,6,72,82,40,54,14,61,74
19,76,49,15,50,2,56,48,32,67,36,47,53,55,87,63,52,13,33,66,43,14,68,77,40,64,85
27,5,82,31,14,37,15,19,8,1,88,44,25,23,58,34,47,10,24,50,85,59,66,77,29,3,22
31,12,47,67,78,1,57,87,50,14,88,2,53,33,13,18,5,4,37,10,44,79,6,81,30,32,62
76,46,87,62,89,48,19,31,30,7,74,50,75,88,13,1,43,78,68,52,15,33,36,39,12,16,51
16,83,32,41,33,68,28,12,31,35,66,55,60,85,62,56,76,53,19,40,22,17,75,42,23,88,61
68,41,76,37,52,57,83,56,5,13,55,24,22,72,79,44,2,26,81,69,23,66,39,53,45,1,29
13,37,15,57,69,35,52,40,19,44,30,74,12,50,32,82,60,26,8,16,58,22,61,68,55,6,23
77,15,79,58,83,7,14,57,54,85,28,84,75,35,70,9,32,52,26,86,37,18,81,22,43,21,82
31,81,48,13,82,62,70,65,41,47,23,14,38,68,11,83,58,43,34,63,33,3,37,17,16,78,49
39,65,52,2,82,54,26,53,55,63,10,59,17,30,78,1,18,49,58,27,66,67,36,88,84,19,81
5,9,74,55,10,88,4,20,75,65,27,53,18,81,40,51,69,62,70,17,21,45,34,52,57,31,19
38,75,15,83,5,53,59,48,12,69,65,24,50,88,21,40,26,4,84,70,86,14,16,44,39,43,13
82,66,8,49,78,57,65,70,88,22,42,18,33,64,53,41,20,87,37,12,30,27,43,13,6,28,52
64,86,14,24,13,81,50,53,65,45,43,38,3,20,56,77,55,18,69,44,78,73,37,35,54,1,52
57,11,63,12,75,10,14,6,31,21,51,85,19,28,18,87,49,70,50,82,8,27,2,46,25,67,32
87,26,53,47,17,44,18,63,82,20,8,35,31,85,39,6,41,23,46,77,83,42,36,13,29,30,61
25,23,4,66,45,31,1,79,20,69,24,37,87,52,33,63,15,44,59,38,57,65,82,13,55,47,11
37,74,1,48,13,61,34,45,23,50,15,4,32,27,7,14,25,87,9,18,3,86,75,83,49,79,21
43,25,73,76,21,30,3,16,69,52,50,31,34,39,49,15,85,64,6,72,4,66,19,89,36,74,2
81,43,3,5,17,23,66,78,33,25,62,20,73,28,59,26,39,27,56,58,37,10,68,36,38,42,70
3,73,33,68,9,16,71,88,48,87,35,7,41,2,83,66,80,58,24,82,45,53,86,4,31,54,20
24,44,41,21,28,54,78,57,75,64,33,50,43,85,22,76,48,59,66,10,86,68,84,39,2,38,89
32,23,27,71,37,43,77,8,57,68,18,49,35,14,84,17,70,4,46,61,10,86,59,30,89,79,83
65,74,30,88,63,84,57,51,50,12,64,4,32,18,61,78,46,11,55,42,54,73,87,28,62,19,85
23,58,28,7,10,72,89,8,36,59,9,30,61,48,1,27,26,73,80,37,21,88,78,54,60,85,2
65,62,67,22,30,70,40,7,47,11,73,48,29,66,24,85,23,63,75,46,31,56,79,44,18,78,36
30,75,88,72,18,39,87,9,32,1,63,79,33,53,43,35,82,5,21,29,4,65,80,44,89,41,74
19,68,82,14,49,84,89,51,26,4,57,1,48,76,23,12,27,38,86,54,66,9,47,75,22,34,13
15,17,1,65,89,22,48,61,39,30,47,24,84,78,74,21,4,44,32,7,58,18,43,75,52,69,68
49,25,89,4,33,72,43,41,37,30,18,60,24,82,11,79,46,84,3,14,5,66,85,65,45,73,29
2,54,19,11,36,70,1,37,7,62,29,65,77,74,86,53,9,68,59,48,46,21,89,22,10,13,75
22,45,37,52,3,83,64,60,85,69,39,24,84,77,6,54,61,80,10,49,40,50,58,86,65,59,14
67,80,21,75,51,39,47,29,28,82,54,76,45,56,12,16,34,41,43,6,62,63,36,7,61,55,49
79,4,89,28,76,39,57,5,64,42,2,61,1,19,20,36,59,44,63,87,47,26,75,11,43,58,31
65,59,24,40,69,74,37,66,57,55,64,3,17,48,23,85,21,62,12,86,5,20,68,29,7,38,13
60,14,6,75,37,39,73,62,10,74,32,51,42,8,15,78,76,67,9,28,38,49,17,34,2,65,52
86,48,20,15,18,61,88,37,64,74,12,17,25,47,29,3,54,85,62,21,45,19,38,27,68,44,28
5,83,40,57,32,68,51,62,88,71,20,45,44,8,87,58,89,59,52,77,17,30,60,27,11,79,21
29,6,35,38,23,3,68,77,41,65,51,61,45,50,62,19,28,71,2,44,63,72,80,89,70,83,57
52,2,75,26,73,29,51,28,81,82,49,61,39,63,20,60,6,42,41,85,44,34,43,50,13,12,68
79,20,74,18,60,57,49,5,31,61,73,17,28,41,12,67,81,45,51,38,35,8,3,69,29,22,72
27,44,8,72,63,34,55,77,89,22,53,19,35,45,21,82,31,36,81,12,15,84,3,83,4,39,32
44,89,29,24,19,51,81,70,65,50,37,69,40,79,28,64,38,34,20,42,55,53,77,39,83,72,56
38,40,50,16,86,7,46,67,71,83,3,10,49,68,54,28,80,14,45,13,4,52,37,51,34,65,5
10,22,33,17,39,37,54,27,8,63,75,88,77,41,15,40,56,44,47,2,84,4,7,69,49,70,35
23,67,18,64,45,61,6,63,40,47,73,52,35,53,28,21,27,49,59,1,54,29,66,39,82,32,15
77,67,68,37,65,17,18,48,32,45,26,16,28,15,5,75,12,47,61,82,36,79,56,89,76,10,30
26,47,20,13,51,48,30,70,62,50,56,59,78,68,53,32,10,55,85,11,25,38,24,29,84,28,52
80,65,53,39,32,71,84,24,2,72,67,3,23,13,11,63,36,48,59,81,60,70,29,9,4,5,75
26,31,80,82,52,87,20,55,42,63,4,77,18,39,44,2,51,34,59,29,76,32,70,35,78,54,85
20,58,85,32,10,74,25,46,49,73,42,45,79,82,68,69,4,43,89,12,72,1,36,53,51,44,24
