88,49,13,80,20,47,8,53,74,51,76,16,6,11,89,34,73,60,15,21,31,35,42,65,23,61,83,72,41,55,4,33,2,87,9,36,3,19,30,58,70,69,5,68,45,62,56,50,54,22,46,85,82,81,75,25,77,18,14,28,39,17,27,84,32,26,63,52,24,43,44,67,7,48,86,10,38,78,12,29,59
1,70,83,18,71,65,6,73,51,3,11,16,17,38,49,72,60,37,10,12,26,34,14,15,46,67,59,8,13,29,87,42,39,20,25,85,47,9,89,24,88,56,23,53,40,52,32,21,27,75,5,54,19,2,81,86,64,63,61,4,57,55,58,45,7,30,78,69,22,80,36,44,33,41,66,62,35,43,31,82,28
26,13,42,64,75,43,69,36,77,80,1,10,57,82,23,46,22,54,88,48,29,40,89,18,71,83,2,70,78,35,31,17,58,49,45,15,24,11,73,7,25,16,20,79,5,8,86,62,6,53,12,76,27,33,44,4,65,72,55,19,66,41,51,52,30,39,21,37,59,60,85,61,67,74,28,63,81,56,38,34,68
35,29,36,41,42,84,57,64,82,49,77,55,25,5,14,59,53,26,73,7,34,40,46,1,6,81,76,69,18,61,48,39,74,33,80,56,32,2,8,87,51,19,28,54,13,66,9,38,37,52,11,70,85,23,88,67,83,86,63,47,68,50,79,65,12,72,15,60,78,43,21,24,44,89,62,4,27,71,17,45,3
13,42,37,56,5,88,41,45,74,39,25,87,54,17,40,3,15,86,64,78,70,34,18,67,44,69,30,57,46,51,59,4,75,72,53,26,77,2,43,63,82,28,48,52,83,32,62,79,36,31,61,14,20,58,66,33,71,89,19,11,73,35,6,80,50,84,47,49,16,10,21,81,85,7,23,65,76,60,12,55,9
76,83,33,82,75,57,87,37,68,34,84,69,64,78,51,52,56,20,72,13,38,15,27,59,63,2,46,73,29,6,54,26,89,48,67,88,10,22,32,61,16,3,77,21,70,19,35,55,25,81,17,66,80,43,44,14,9,12,74,31,11,49,23,40,36,85,58,39,18,42,71,1,47,41,5,53,79,86,30,62,60
5,56,45,43,40,32,57,20,59,6,86,38,74,13,69,66,33,30,18,21,75,80,8,50,54,15,35,58,76,61,23,36,79,14,77,11,1,39,55,68,65,73,17,62,28,84,46,82,44,10,70,9,19,31,27,88,26,53,72,64,3,63,41,37,2,52,85,71,25,12,78,89,7,22,83,34,24,60,29,67,16
38,79,25,71,27,20,45,13,75,24,67,44,55,89,6,12,53,81,22,61,42,68,11,15,56,73,4,43,36,51,74,59,47,64,49,41,88,5,65,9,57,33,2,3,34,62,39,72,35,63,82,32,40,69,18,66,21,83,80,29,52,8,14,19,10,17,58,78,46,7,84,1,54,16,28,77,37,30,76,87,85
1,87,83,8,57,61,21,44,53,51,36,12,3,2,56,25,66,86,60,43,22,13,48,45,27,64,41,42,14,78,68,79,5,6,69,70,33,80,39,76,58,16,38,47,59,19,46,29,72,55,65,10,34,18,71,7,20,11,15,28,89,31,4,37,40,74,73,32,88,81,24,49,9,82,17,35,84,23,67,30,52
62,81,40,22,84,89,44,24,47,5,25,21,18,20,2,28,68,74,72,88,58,64,50,56,33,35,3,82,27,87,78,51,67,6,34,46,11,66,42,1,65,80,30,79,55,77,59,37,63,49,73,71,53,48,15,43,41,76,39,83,45,19,16,10,14,38,4,36,69,13,9,75,86,70,54,32,52,23,17,57,60
50,27,84,56,16,67,10,52,25,9,82,71,36,63,45,48,79,20,31,44,13,1,4,33,3,32,37,87,39,54,85,86,21,83,49,8,78,17,14,34,47,29,73,43,46,11,35,26,59,69,15,38,89,58,7,30,68,65,41,72,28,5,57,77,75,2,62,55,24,40,12,53,80,66,19,76,42,60,88,22,81
53,69,31,62,28,14,32,22,37,82,50,18,61,21,19,17,7,56,80,15,34,77,83,75,6,47,9,2,29,78,1,81,44,8,41,5,40,52,16,87,58,60,64,57,39,13,24,86,3,51,38,68,65,76,46,45,11,70,89,79,20,71,42,33,26,35,36,27,84,88,23,66,43,54,55,67,72,30,63,25,85
75,89,39,63,14,57,81,40,35,10,72,25,71,43,61,68,18,17,80,19,2,53,5,41,52,62,65,34,4,15,27,64,76,6,82,58,84,11,55,30,33,32,21,22,78,38,50,46,56,3,44,24,13,23,7,36,29,73,87,49,86,74,47,20,77,26,54,31,60,51,1,28,69,70,48,59,83,45,79,66,8
35,17,49,19,78,79,27,1,20,42,10,6,28,72,9,87,56,43,51,18,31,76,5,62,12,45,25,52,8,84,77,58,22,38,24,64,83,16,74,2,15,23,30,55,60,37,80,82,81,41,67,11,33,36,65,88,73,71,70,7,86,26,59,14,66,68,57,47,69,85,50,39,54,29,13,32,21,48,40,89,61
25,82,66,28,21,72,64,42,61,5,26,71,48,86,43,1,77,74,85,29,55,13,59,41,87,10,12,27,11,78,67,2,18,84,32,15,63,24,37,30,76,8,51,23,36,73,56,19,33,39,62,75,9,7,38,70,34,89,44,4,31,88,54,17,46,50,81,68,49,52,35,60,22,80,3,45,57,16,53,14,69
29,73,84,3,7,18,79,60,57,76,21,52,15,85,19,37,62,86,70,54,40,39,80,88,4,72,1,38,89,47,14,28,50,55,75,41,11,77,27,8,69,35,68,56,74,59,46,87,2,45,48,51,63,16,9,58,17,67,30,31,5,65,81,53,25,44,20,23,43,83,42,24,26,33,66,10,32,64,34,49,61
14,25,24,20,4,48,45,69,67,37,49,52,59,8,1,79,64,56,82,58,40,50,86,81,80,65,66,3,22,76,43,36,75,23,2,63,77,60,55,16,11,85,83,88,13,87,46,9,19,44,7,89,29,70,57,72,35,68,17,30,26,28,47,53,21,61,84,34,71,54,27,78,12,42,32,41,62,74,18,31,38
54,53,61,30,40,19,71,62,24,23,87,6,86,55,81,36,42,67,39,88,21,43,59,85,9,16,80,52,3,58,82,5,78,65,29,66,48,69,22,76,38,12,49,31,33,4,18,10,45,73,50,17,64,72,51,27,74,15,83,35,32,44,14,13,46,28,1,70,56,37,60,84,26,79,11,47,25,75,57,20,2
40,28,18,76,12,74,56,7,60,51,22,69,10,9,31,24,89,17,77,82,29,5,21,19,3,2,33,11,65,61,43,36,68,84,73,58,64,52,38,46,63,25,71,15,78,50,55,70,34,81,41,37,67,62,44,32,48,66,47,59,49,45,27,30,8,83,39,1,80,79,26,88,75,13,42,86,14,57,23,87,6
59,33,62,12,63,27,30,56,54,72,46,85,89,81,61,10,37,60,77,44,18,4,43,19,3,74,86,88,26,65,36,32,67,28,29,15,13,2,47,14,82,23,17,57,79,69,5,45,8,84,76,53,68,31,24,51,1,11,25,20,40,7,49,9,66,52,58,71,50,41,38,6,21,48,75,70,39,83,55,78,80
39,22,8,31,3,18,52,81,17,89,12,16,2,38,54,86,62,77,69,74,84,82,21,40,34,63,58,56,27,41,46,47,48,35,70,37,73,44,88,75,53,57,15,29,87,1,68,67,49,79,45,24,33,61,19,36,71,14,78,59,66,23,76,50,51,5,83,55,43,25,26,64,4,32,28,72,60,85,7,65,80
3,84,72,10,16,52,53,30,88,71,74,1,55,8,59,64,42,19,80,14,40,61,20,31,76,87,62,24,60,21,26,49,50,51,2,81,4,43,38,46,33,75,12,22,28,45,48,6,11,37,85,77,70,79,82,23,47,36,5,56,29,68,57,27,32,69,63,54,9,13,25,83,35,89,17,7,78,39,18,41,44
61,79,8,74,76,4,59,5,10,14,30,63,70,73,3,82,23,24,34,66,69,50,58,21,48,38,29,33,80,7,2,17,54,39,19,18,51,78,26,75,86,11,12,32,36,83,40,81,28,25,22,68,53,87,16,77,47,42,31,45,49,1,52,13,56,37,67,55,60,85,41,27,84,20,71,15,88,62,89,72,46
64,80,29,27,28,87,15,46,58,23,69,25,31,2,33,75,19,4,53,84,5,35,70,38,6,45,50,68,61,59,7,74,66,77,44,51,14,57,73,89,40,62,83,72,9,11,30,86,88,1,36,21,18,37,24,39,56,49,81,71,8,20,60,48,43,76,85,54,82,55,78,13,10,26,47,12,41,16,67,42,17
87,67,54,6,28,85,36,49,32,80,59,7,2,26,71,38,50,41,47,3,16,70,83,79,51,76,88,18,40,86,13,73,72,81,8,68,43,42,15,12,64,52,17,37,55,82,58,4,63,23,30,44,89,11,35,45,20,21,56,9,39,31,19,25,57,66,61,78,60,14,48,5,75,53,33,77,1,10,46,74,29
77,60,48,49,74,6,36,78,72,47,84,66,58,85,13,69,89,38,19,86,50,45,30,43,27,10,7,41,65,76,34,16,12,23,70,4,55,29,25,57,64,32,63,80,24,81,83,17,39,37,8,42,21,75,15,61,68,54,71,79,35,3,28,88,46,31,56,5,2,18,52,67,82,11,33,14,44,73,26,59,53
73,64,61,26,35,39,81,86,18,59,11,31,82,41,29,36,84,28,71,19,1,24,69,77,4,45,67,7,13,12,10,20,60,78,34,72,74,16,62,56,85,43,25,32,50,17,49,65,6,42,2,3,63,23,44,48,80,21,53,33,66,57,87,47,52,88,79,38,9,22,5,68,83,58,8,89,40,27,51,54,75
66,87,53,48,80,60,70,57,15,8,31,51,42,22,21,76,2,32,58,23,64,56,59,63,9,16,65,3,61,79,52,74,37,41,81,46,12,10,40,24,17,77,38,13,84,75,6,83,50,72,19,25,45,69,47,29,54,78,89,11,86,82,34,67,18,35,71,27,36,20,68,14,44,49,55,30,4,26,28,33,62
84,61,28,24,23,72,6,45,59,35,68,2,82,40,89,50,37,80,66,14,75,56,38,51,18,41,53,12,46,34,88,73,57,62,39,13,64,7,19,21,26,54,79,86,52,49,31,43,11,4,8,85,25,58,77,69,15,10,48,44,9,33,74,78,81,1,3,17,32,71,27,87,29,65,16,20,30,22,42,5,55
3,23,82,21,66,70,58,59,25,52,68,57,33,75,49,9,35,26,65,69,15,19,41,8,72,80,61,17,86,53,85,67,48,27,13,74,1,56,28,81,39,22,46,60,50,76,47,18,6,43,63,83,45,40,51,11,24,88,37,20,4,34,12,73,32,87,30,55,71,64,7,62,38,42,79,78,2,16,89,44,77
10,40,52,54,88,83,9,56,33,6,29,50,80,20,11,85,38,24,34,57,82,62,58,18,41,46,78,49,28,35,79,44,15,68,16,87,74,59,31,32,27,47,14,51,60,1,22,45,3,73,13,55,23,25,86,61,89,77,43,5,71,65,21,39,69,72,37,17,26,12,70,76,42,75,53,8,81,7,30,4,2
56,59,39,38,69,71,8,34,64,43,65,82,63,4,52,85,12,19,81,75,78,24,86,2,76,49,36,27,30,62,11,66,60,22,16,47,84,79,32,26,28,9,5,23,7,72,13,53,17,33,77,18,51,3,29,58,6,1,67,44,88,37,74,42,48,70,61,45,89,35,14,73,57,20,21,31,68,54,25,50,55
77,87,49,79,84,6,47,88,76,69,59,36,58,32,80,37,14,40,33,89,18,22,38,19,55,5,23,12,17,24,70,4,68,9,62,63,10,44,46,41,71,34,30,72,8,83,51,82,29,2,25,7,56,11,53,61,13,27,86,67,50,39,45,65,3,43,28,60,35,31,42,26,78,16,1,52,81,75,20,64,57
88,87,83,11,43,19,2,81,46,33,85,60,4,35,58,5,73,59,31,24,52,82,67,72,89,75,29,50,16,63,9,13,62,55,47,77,30,28,20,40,44,51,1,38,84,14,42,49,21,22,18,8,26,10,66,61,45,65,36,86,53,7,39,25,32,15,48,41,69,71,34,6,23,12,57,64,74,37,56,27,70
13,33,2,21,16,15,28,79,4,1,71,86,58,46,56,53,55,52,6,51,68,42,74,81,31,36,70,22,12,85,17,37,57,40,69,7,14,32,87,9,43,30,25,10,39,18,29,49,67,63,66,27,84,8,65,44,75,88,54,11,72,78,73,59,35,82,45,26,77,61,5,76,24,41,34,64,48,62,23,38,3
74,3,19,14,76,55,23,44,45,2,4,34,11,40,36,43,59,22,12,48,42,52,6,81,10,56,33,64,65,86,75,50,79,47,9,61,25,32,16,84,82,80,70,30,46,24,37,88,67,77,15,1,71,29,54,66,5,7,60,8,69,38,89,26,63,78,27,57,51,87,31,39,68,72,49,13,83,18,62,85,21
59,2,53,38,57,79,77,78,42,15,64,1,74,3,75,36,81,18,7,88,45,20,17,35,27,71,70,62,73,49,24,23,14,22,6,25,13,54,29,4,11,9,76,82,40,68,51,32,44,60,47,56,67,30,55,5,61,63,19,31,72,89,85,69,33,41,87,84,26,34,66,28,37,52,83,10,43,48,39,46,80
35,62,75,8,54,32,85,59,9,46,49,89,78,12,14,26,51,37,2,39,41,33,36,76,87,66,38,69,40,17,71,58,15,63,25,27,61,56,81,30,74,22,79,60,4,83,16,82,13,65,3,24,57,23,34,80,67,1,43,73,52,86,72,18,5,19,42,45,7,10,55,84,31,28,47,21,68,50,44,64,88
76,30,34,22,65,9,6,77,63,41,7,59,13,71,62,1,75,87,52,21,23,31,60,27,43,12,50,72,16,35,19,29,89,48,64,3,68,66,78,74,79,80,85,20,44,32,2,53,86,58,88,54,69,24,4,61,17,84,15,25,46,57,51,38,36,49,70,40,73,18,67,8,42,47,45,37,33,5,11,28,81
6,50,86,76,55,27,18,89,34,64,54,81,2,67,36,45,71,78,22,43,52,68,8,61,83,44,51,4,10,39,57,88,14,35,87,59,38,30,74,70,60,11,15,29,66,69,7,1,16,77,20,23,26,58,56,19,49,41,65,53,48,75,85,40,31,13,62,25,72,79,12,28,24,9,37,42,63,80,73,17,82
46,17,61,30,36,12,39,38,16,10,5,26,37,78,52,35,60,54,2,27,80,18,40,89,11,34,77,51,14,53,29,85,23,83,57,74,58,73,75,76,33,28,86,21,62,45,25,48,42,41,67,8,64,19,66,32,59,24,31,84,69,20,63,71,65,56,50,4,68,47,72,1,81,44,15,9,88,13,49,87,6
76,87,75,71,34,66,73,60,68,42,10,88,33,43,72,23,3,17,59,70,49,5,47,53,4,25,7,56,14,39,9,84,51,50,80,69,89,52,38,83,67,6,61,85,31,46,16,22,64,62,15,1,45,74,82,26,79,48,81,41,18,58,77,57,27,44,78,36,11,28,19,8,55,12,40,21,86,13,65,24,63
45,44,26,81,10,62,56,3,49,9,13,33,43,18,87,82,77,30,40,6,14,50,63,64,15,65,69,17,34,58,32,23,41,28,25,20,86,72,73,5,22,88,37,74,29,71,52,84,75,19,4,39,11,83,46,80,27,79,16,8,59,48,53,35,21,2,85,51,67,24,47,66,36,57,78,55,54,60,68,38,61
17,72,40,10,7,18,30,61,49,28,5,27,75,53,77,47,8,31,21,35,3,69,45,25,79,26,15,32,52,71,55,11,84,67,63,66,34,85,70,82,23,39,60,1,56,81,51,33,16,50,2,73,42,54,41,76,38,44,9,65,89,14,59,68,87,12,48,58,62,36,20,24,46,6,22,64,4,74,57,43,19
51,2,28,5,67,86,76,19,37,54,53,83,66,62,71,26,11,87,82,31,27,59,64,45,10,65,69,18,63,25,58,49,30,22,32,84,48,50,20,41,38,35,42,29,16,39,73,85,9,4,70,61,74,47,7,77,33,24,12,34,1,55,56,13,88,78,81,43,72,17,44,36,68,80,6,14,57,46,60,23,40
62,39,59,70,33,65,25,4,58,29,13,64,2,80,7,44,74,46,66,55,23,34,35,17,9,84,28,38,89,27,12,77,54,19,87,21,22,1,69,72,30,20,81,88,45,75,68,41,63,37,47,42,50,3,82,60,57,36,71,26,79,61,18,48,11,53,86,16,49,76,5,56,14,32,8,6,43,85,78,73,83
2,28,67,45,86,21,72,5,75,39,89,13,31,54,42,82,59,61,18,36,8,77,69,9,87,19,4,83,14,7,73,43,33,56,17,10,81,40,84,49,23,48,25,12,50,6,38,29,63,15,58,88,85,66,55,70,16,27,41,35,47,79,78,62,32,24,20,68,46,57,1,22,3,65,74,53,64,71,51,30,11
47,75,7,49,6,79,76,67,18,84,88,52,56,35,66,80,53,28,8,46,3,70,10,73,40,61,77,62,87,43,14,23,22,89,1,2,65,81,54,83,38,5,32,27,31,44,20,34,42,85,24,58,33,72,21,12,57,51,13,39,36,26,78,45,55,82,29,11,15,74,69,41,71,64,48,68,30,60,50,25,4
84,13,61,75,39,31,41,44,72,87,1,68,47,14,6,51,86,11,66,35,42,76,52,54,69,57,26,12,9,48,81,82,65,83,37,4,21,49,50,60,28,71,15,19,56,89,36,20,63,40,67,58,29,53,70,79,5,34,22,55,38,16,88,85,27,2,64,30,46,73,23,10,25,3,33,17,43,24,18,32,78
51,50,63,88,8,83,77,34,36,35,52,37,67,61,55,9,78,54,39,2,38,41,27,53,33,74,86,24,25,12,42,69,6,71,15,18,13,87,65,81,28,72,75,4,64,49,16,84,80,26,82,29,44,32,89,46,19,56,60,1,21,11,22,59,14,76,68,85,31,70,20,45,10,79,40,73,43,5,47,17,57
78,65,88,53,34,86,12,71,38,31,29,57,60,6,51,66,40,41,80,89,35,17,37,7,52,30,55,5,56,20,16,81,19,4,22,10,27,43,58,2,84,47,46,62,8,61,77,76,18,24,15,42,82,75,25,50,59,45,33,48,39,14,36,79,54,9,28,3,68,21,13,63,83,85,64,87,72,23,70,67,49
31,7,53,68,60,62,17,47,2,71,4,64,57,87,41,78,37,70,43,74,22,52,14,8,5,86,79,56,20,9,49,67,76,88,81,48,77,69,83,34,85,66,75,59,12,3,19,50,10,45,26,38,44,58,82,36,16,28,29,46,80,30,24,33,63,72,23,55,61,13,39,42,89,54,32,51,1,27,11,15,21
83,78,59,71,17,88,53,72,34,47,68,55,41,20,45,79,9,67,70,6,37,58,61,28,46,49,62,25,60,26,21,31,82,39,65,48,51,76,87,4,18,3,2,38,77,32,29,84,57,24,64,35,80,73,54,74,5,16,19,8,23,7,69,14,27,66,42,89,1,44,30,40,75,13,56,33,81,85,63,43,36
46,65,53,16,47,6,56,27,74,72,22,55,44,5,67,21,19,85,89,43,41,9,30,49,36,20,45,37,86,87,7,17,25,84,83,62,73,52,78,13,34,26,35,48,10,71,60,69,32,31,28,54,8,79,42,63,23,15,12,70,75,38,80,11,40,3,64,68,66,2,81,59,29,76,33,77,51,58,1,4,24
11,55,52,33,82,60,68,23,14,63,64,53,77,13,24,88,72,22,20,50,43,4,89,12,26,18,75,49,9,7,86,70,69,78,10,8,71,44,45,57,84,76,36,29,37,41,40,5,28,87,1,27,54,34,83,48,39,58,19,25,30,2,51,74,21,46,17,66,35,85,59,73,80,6,67,31,79,62,16,3,32
64,49,65,53,58,23,87,62,85,74,2,13,63,26,52,48,38,61,40,6,60,50,56,15,39,55,31,25,33,12,66,41,54,79,70,71,81,84,42,45,11,9,21,20,18,82,37,44,16,77,69,34,80,73,86,72,68,59,8,57,4,75,28,83,17,14,7,22,67,32,46,5,3,27,10,29,88,47,35,1,30
70,13,77,46,36,31,81,48,9,29,54,62,79,20,43,19,72,84,12,63,57,73,17,86,59,60,24,32,50,22,27,56,67,61,49,52,55,66,53,47,74,44,1,15,38,6,41,58,23,34,69,78,35,65,33,76,88,18,8,45,2,30,37,40,11,14,64,39,25,82,10,85,28,71,5,87,4,51,75,21,42
83,48,33,32,26,72,5,55,13,22,67,87,27,57,60,61,24,6,18,66,68,43,34,49,78,10,63,30,58,8,36,31,21,74,50,59,40,51,82,35,19,86,85,44,71,17,37,62,1,38,12,29,42,88,23,4,7,47,39,52,80,16,73,14,79,54,28,15,20,25,41,69,81,65,11,70,56,64,9,84,2
30,59,79,5,55,44,85,88,78,15,40,87,23,70,36,16,21,42,27,20,60,51,26,66,41,57,84,32,73,89,3,64,63,86,62,31,69,45,54,81,67,4,61,34,10,76,72,2,43,56,17,29,83,8,37,47,6,68,9,71,38,52,50,24,12,74,39,77,19,75,11,80,53,1,58,25,18,22,46,14,48
42,81,69,58,30,5,26,21,76,17,8,44,78,68,51,9,7,25,19,3,63,1,43,4,49,64,60,88,71,10,67,50,45,70,40,34,56,39,57,74,16,20,41,46,84,89,85,77,83,35,54,86,80,52,22,18,79,53,66,13,28,59,33,12,27,61,29,82,36,75,38,2,47,23,32,72,6,62,31,37,15
60,49,11,63,80,35,42,26,1,40,53,88,34,29,24,51,56,86,77,62,43,8,84,37,47,45,89,57,55,44,25,23,67,85,22,38,58,46,71,4,28,9,73,68,3,59,66,81,87,39,82,15,30,6,75,79,21,14,69,52,12,36,2,10,31,72,83,13,76,61,5,33,50,74,70,17,78,65,54,48,19
54,68,10,65,5,13,40,11,76,89,57,56,58,45,30,24,18,3,75,42,22,77,38,47,21,73,84,29,69,51,88,20,66,82,71,81,28,8,19,74,78,41,35,62,9,87,67,14,12,34,4,46,85,7,1,55,26,37,61,83,50,6,44,23,64,79,59,60,80,16,72,52,15,36,53,39,32,17,70,43,27
31,45,85,68,60,74,78,62,58,54,84,32,39,82,20,13,42,37,87,73,70,28,3,27,14,57,59,61,81,89,44,19,26,65,79,64,12,29,21,23,11,76,5,80,6,22,10,75,50,24,40,48,2,88,16,36,25,71,38,52,77,18,66,63,53,51,69,4,33,43,35,30,56,15,86,41,55,83,9,17,8
62,70,86,83,5,27,39,2,11,60,46,19,63,42,38,56,67,6,88,8,17,4,7,89,80,77,37,20,66,29,12,74,36,81,1,57,84,52,79,82,9,13,78,14,22,55,76,18,35,49,87,54,75,25,71,69,10,51,43,3,30,41,26,15,68,16,65,32,72,21,33,48,34,40,64,73,31,47,44,85,53
50,61,39,18,23,29,7,46,75,17,64,52,55,54,3,53,22,68,87,1,2,28,43,57,83,12,72,59,89,11,44,78,71,84,62,42,20,4,19,26,25,73,35,21,85,13,67,32,63,9,81,77,40,30,47,86,65,88,60,16,14,76,70,51,34,58,15,66,33,69,41,5,38,24,27,10,45,36,48,82,49
55,39,85,3,22,59,86,74,12,47,69,18,81,79,27,4,7,41,19,54,45,25,28,51,33,17,87,72,31,43,6,52,58,82,50,71,35,30,29,75,16,42,68,13,14,2,20,64,63,62,83,57,44,49,5,10,70,15,38,78,11,24,8,61,36,73,23,37,46,88,84,80,67,56,66,60,26,76,40,53,65
83,33,63,44,35,40,58,59,14,7,55,71,79,62,36,54,48,65,26,13,80,34,41,6,9,8,30,72,45,81,89,27,24,82,28,64,73,61,18,57,70,31,5,25,87,49,86,39,84,23,67,76,69,51,20,21,60,75,2,47,43,12,1,38,68,46,42,3,50,66,74,11,78,88,77,32,52,10,53,17,85
73,70,57,13,10,21,42,84,25,54,15,27,32,59,88,83,38,47,22,64,30,4,45,18,33,81,72,11,8,74,24,80,60,76,3,52,86,2,55,1,63,46,67,19,65,9,17,5,20,71,16,7,49,41,53,39,37,56,85,12,6,69,23,26,87,36,48,43,75,82,79,35,28,62,89,66,77,58,51,68,31
47,15,75,4,11,38,48,26,14,31,62,81,59,61,83,3,28,1,87,24,43,66,6,85,60,86,30,37,25,21,20,12,2,56,5,77,51,53,50,82,88,64,41,52,67,42,23,8,17,49,57,71,73,36,39,19,84,46,10,74,27,35,76,79,65,69,78,16,9,72,70,58,54,13,80,63,55,44,33,89,22
51,29,20,52,1,37,64,9,15,47,17,24,4,70,76,55,50,10,46,26,66,68,80,19,59,39,7,35,14,30,16,31,65,28,56,43,2,6,40,49,67,38,22,42,82,54,5,12,60,45,79,21,63,11,71,18,8,74,73,32,84,41,23,48,87,81,33,83,69,62,75,86,77,25,13,34,72,89,57,36,61
6,19,1,40,70,66,67,64,34,55,50,54,74,9,51,39,43,73,5,12,20,61,58,82,88,84,16,87,22,47,33,80,17,75,21,27,59,81,62,65,30,14,89,48,68,18,85,13,7,63,15,32,57,56,60,78,29,44,10,24,36,38,76,83,72,31,11,79,46,42,49,53,45,37,25,71,77,28,41,86,4
67,45,89,55,16,15,9,25,36,32,85,82,44,37,8,31,7,17,76,29,73,22,57,78,6,84,71,35,65,21,12,80,26,18,86,54,20,34,19,88,47,43,61,56,10,69,83,58,87,68,4,41,59,72,38,39,63,1,49,48,42,70,79,53,27,64,13,40,51,28,14,50,81,30,52,66,74,3,5,23,2
78,14,54,5,30,48,21,11,46,50,33,32,63,66,37,81,70,82,1,84,58,60,61,10,18,89,79,29,3,80,77,35,26,59,42,41,25,76,71,55,7,34,62,27,12,57,22,72,8,85,38,43,36,9,68,67,40,15,86,6,16,31,24,51,47,88,87,4,44,20,75,45,49,64,17,2,52,13,39,28,65
52,13,17,20,8,69,46,73,84,79,5,45,42,63,16,72,81,71,35,67,37,22,3,11,86,2,29,24,12,76,30,56,88,54,53,36,28,65,6,51,58,33,4,41,25,85,32,18,87,31,43,23,83,82,60,74,89,80,7,59,9,57,40,48,10,15,62,49,14,26,66,47,64,21,55,1,50,78,38,44,70
38,32,10,61,67,19,50,30,46,43,37,89,52,84,51,8,70,18,22,44,23,13,55,77,74,40,56,71,78,66,88,14,83,75,27,79,69,42,6,81,73,21,9,72,63,16,80,68,59,3,26,53,45,41,24,39,7,29,82,11,86,76,33,36,60,15,85,5,2,49,12,20,65,25,64,48,1,28,57,17,35
13,81,71,47,82,60,80,28,79,20,89,43,54,52,27,11,7,62,12,22,9,37,69,10,19,29,30,3,88,39,44,46,36,77,63,49,25,15,14,78,56,21,75,87,84,26,33,45,18,66,59,38,74,50,51,42,57,31,34,55,32,85,48,4,2,35,70,86,17,41,40,65,6,76,64,23,83,53,1,73,72
