Running Simulation with diurnal traffic loaded at <1.0> capacity | with 100G margin of 20 to 25.8 | And BBU4 Capacity of 100 Requests | For 7 Days.
Hour, r2, r3, Lightpaths, average wavelengths, T1 traffic, t4 traffic, r2 rejections, r3 rejections, Total_Rejections,50G, 100G, 200G, Uniderutilised, Total Provisionsing
12, 17640.0, 9900.0, 115, 55.666666666666664, 531, 193, 0.5351473922902494, 0.0, 0.3427741466957154, 0, 46, 69, 0, 18400, 27540.0
13, 17820.0, 10080.000000000002, 115, 55.666666666666664, 535, 196, 0.5398428731762065, 0.0, 0.3448028673835125, 0, 46, 69, 0, 18400, 27900.0
14, 17640.0, 10440.0, 117, 56.333333333333336, 536, 209, 0.5351473922902494, 0.0, 0.33618233618233617, 0, 46, 71, 1, 18800, 28080.0
15, 17190.0, 10800.0, 118, 56.666666666666664, 536, 224, 0.522978475858057, 0.0, 0.32118613790639516, 0, 46, 72, 0, 19000, 27990.0
16, 16200.0, 11340.0, 121, 57.666666666666664, 536, 245, 0.49382716049382713, 0.0, 0.29048656499636893, 0, 46, 75, 0, 19600, 27540.0
17, 13500.0, 13140.0, 130, 60.666666666666664, 536, 317, 0.3925925925925926, 0.0, 0.19894894894894896, 0, 46, 84, 0, 21400, 26640.0
18, 10800.0, 14940.0, 131, 61.0, 536, 328, 0.24074074074074073, 0.10307898259705492, 0.1608391608391609, 0, 46, 85, 0, 21600, 25740.0
19, 9000.0, 16380.0, 131, 61.0, 536, 328, 0.08888888888888889, 0.18192918192918198, 0.148936170212766, 0, 46, 85, 0, 21600, 25380.0
20, 7200.0, 17640.0, 131, 61.0, 496, 328, 0.0, 0.24036281179138325, 0.1706924315619968, 0, 46, 85, 0, 21600, 24840.0
21, 6480.0, 18000.0, 131, 61.0, 467, 328, 0.0, 0.25555555555555554, 0.18790849673202614, 0, 46, 85, 0, 21600, 24480.0
22, 5760.0, 17460.0, 131, 61.0, 438, 328, 0.0, 0.23253150057273766, 0.17484926787252367, 0, 46, 85, 0, 21600, 23220.0
23, 4500.0, 12600.0, 131, 61.0, 373, 311, 0.0, 0.0, 0.0, 0, 46, 85, 11, 21600, 17100.0
24, 3600.0, 9360.0, 131, 61.0, 292, 226, 0.0, 0.0, 0.0, 0, 46, 85, 28, 21600, 12960.0
25, 3060.0, 7560.0, 128, 59.333333333333336, 242, 182, 0.0, 0.0, 0.0, 0, 44, 84, 50, 21200, 10620.0
26, 2520.0000000000005, 5760.0, 122, 55.333333333333336, 189, 141, 0.0, 0.0, 0.0, 0, 38, 84, 75, 20600, 8280.0
27, 1980.0, 4320.0, 116, 51.666666666666664, 147, 104, 0.0, 0.0, 0.0, 0, 33, 83, 86, 19900, 6300.0
28, 1620.0, 3600.0, 111, 49.333333333333336, 122, 86, 0.0, 0.0, 0.0, 0, 31, 80, 90, 19100, 5220.0
29, 1800.0, 3240.0, 110, 49.0, 129, 72, 0.0, 0.0, 0.0, 0, 29, 81, 92, 19100, 5040.0
30, 4320.0, 4320.0, 109, 48.333333333333336, 244, 100, 0.0, 0.0, 0.0, 0, 28, 81, 66, 19000, 8640.0
31, 7200.0, 7200.0, 110, 49.0, 476, 100, 0.0, 0.0, 0.0, 0, 13, 97, 33, 20700, 14400.0
32, 9360.0, 8100.0, 128, 58.0, 566, 132, 0.0, 0.015432098765432098, 0.0071592210767468505, 0, 38, 90, 25, 21800, 17460.0
33, 14580.000000000002, 9000.0, 128, 58.0, 568, 168, 0.35528120713305905, 0.0, 0.21967769296013576, 0, 38, 90, 20, 21800, 23580.0
34, 16920.0, 9900.0, 128, 58.0, 568, 204, 0.4444444444444444, 0.0, 0.2803877703206562, 0, 38, 90, 15, 21800, 26820.0
35, 18000.0, 10080.000000000002, 128, 58.0, 567, 212, 0.4777777777777778, 0.0, 0.30626780626780625, 0, 38, 90, 14, 21800, 28080.0
36, 17640.0, 9900.0, 128, 58.0, 563, 209, 0.46712018140589573, 0.0, 0.29920116194626, 0, 38, 90, 15, 21800, 27540.0
37, 17820.0, 10080.000000000002, 128, 58.0, 568, 211, 0.47250280583613913, 0.0, 0.30179211469534045, 0, 38, 90, 14, 21800, 27900.0
38, 17640.0, 10440.0, 128, 58.0, 568, 225, 0.46712018140589573, 0.0, 0.2934472934472935, 0, 38, 90, 12, 21800, 28080.0
39, 17190.0, 10800.0, 128, 58.0, 568, 240, 0.45317044793484584, 0.0, 0.27831368345837804, 0, 38, 90, 10, 21800, 27990.0
40, 16200.0, 11340.0, 128, 58.0, 568, 261, 0.41975308641975306, 0.0, 0.2469135802469136, 0, 38, 90, 7, 21800, 27540.0
41, 13500.0, 13140.0, 132, 59.333333333333336, 568, 333, 0.3037037037037037, 0.0, 0.1539039039039039, 0, 38, 94, 0, 22600, 26640.0
42, 10800.0, 14940.0, 137, 61.0, 568, 376, 0.12962962962962962, 0.04953145917001342, 0.08313908313908316, 0, 38, 99, 0, 23600, 25740.0
43, 9000.0, 16380.0, 137, 61.0, 552, 376, 0.0, 0.13308913308913314, 0.08589440504334125, 0, 38, 99, 0, 23600, 25380.0
44, 7200.0, 17640.0, 137, 61.0, 480, 376, 0.0, 0.19501133786848074, 0.1384863123993559, 0, 38, 99, 0, 23600, 24840.0
45, 6480.0, 18000.0, 137, 61.0, 451, 376, 0.0, 0.2111111111111111, 0.15522875816993464, 0, 38, 99, 3, 23600, 24480.0
46, 5760.0, 17460.0, 137, 61.0, 422, 376, 0.0, 0.18671248568155782, 0.140396210163652, 0, 38, 99, 6, 23600, 23220.0
47, 4500.0, 12600.0, 137, 61.0, 350, 334, 0.0, 0.0, 0.0, 0, 38, 99, 19, 23600, 17100.0
48, 3600.0, 9360.0, 136, 60.666666666666664, 270, 248, 0.0, 0.0, 0.0, 0, 38, 98, 34, 23400, 12960.0
49, 3060.0, 7560.0, 136, 60.666666666666664, 228, 196, 0.0, 0.0, 0.0, 0, 38, 98, 62, 23400, 10620.0
50, 2520.0000000000005, 5760.0, 128, 56.333333333333336, 178, 152, 0.0, 0.0, 0.0, 0, 33, 95, 77, 22300, 8280.0
51, 1980.0, 4320.0, 120, 52.333333333333336, 140, 111, 0.0, 0.0, 0.0, 0, 29, 91, 94, 21100, 6300.0
52, 1620.0, 3600.0, 113, 49.0, 116, 92, 0.0, 0.0, 0.0, 0, 26, 87, 95, 20000, 5220.0
53, 1800.0, 3240.0, 110, 47.0, 115, 86, 0.0, 0.0, 0.0, 0, 21, 89, 96, 19900, 5040.0
54, 4320.0, 4320.0, 110, 47.0, 244, 100, 0.0, 0.0, 0.0, 0, 21, 89, 71, 19900, 8640.0
55, 7200.0, 7200.0, 111, 47.666666666666664, 476, 100, 0.0, 0.0, 0.0, 0, 3, 108, 39, 21900, 14400.0
56, 9360.0, 8100.0, 129, 56.666666666666664, 550, 148, 0.0, 0.11419753086419752, 0.05297823596792669, 0, 32, 97, 31, 22600, 17460.0
57, 14580.000000000002, 9000.0, 134, 58.333333333333336, 588, 188, 0.2866941015089164, 0.011111111111111112, 0.18150975402883804, 0, 33, 101, 24, 23500, 23580.0
58, 16920.0, 9900.0, 134, 58.333333333333336, 588, 224, 0.3853427895981087, 0.0, 0.24310216256524977, 0, 33, 101, 19, 23500, 26820.0
59, 18000.0, 10080.000000000002, 134, 58.333333333333336, 587, 232, 0.4222222222222222, 0.0, 0.2706552706552706, 0, 33, 101, 18, 23500, 28080.0
60, 17640.0, 9900.0, 134, 58.333333333333336, 583, 229, 0.41043083900226757, 0.0, 0.2628903413217139, 0, 33, 101, 18, 23500, 27540.0
61, 17820.0, 10080.000000000002, 134, 58.333333333333336, 588, 231, 0.41638608305274966, 0.0, 0.2659498207885304, 0, 33, 101, 18, 23500, 27900.0
62, 17640.0, 10440.0, 134, 58.333333333333336, 588, 245, 0.41043083900226757, 0.0, 0.25783475783475784, 0, 33, 101, 16, 23500, 28080.0
63, 17190.0, 10800.0, 134, 58.333333333333336, 588, 260, 0.39499709133216987, 0.0, 0.24258663808503042, 0, 33, 101, 14, 23500, 27990.0
64, 16200.0, 11340.0, 134, 58.333333333333336, 588, 281, 0.35802469135802467, 0.0, 0.2106027596223675, 0, 33, 101, 11, 23500, 27540.0
65, 13500.0, 13140.0, 135, 58.666666666666664, 588, 353, 0.22962962962962963, 0.0, 0.11636636636636638, 0, 33, 102, 1, 23700, 26640.0
66, 10800.0, 14940.0, 142, 61.0, 588, 416, 0.037037037037037035, 0.016064257028112486, 0.02486402486402489, 0, 33, 109, 0, 25100, 25740.0
67, 9000.0, 16380.0, 142, 61.0, 532, 416, 0.0, 0.10256410256410263, 0.06619385342789602, 0, 33, 109, 0, 25100, 25380.0
68, 7200.0, 17640.0, 142, 61.0, 460, 416, 0.0, 0.16666666666666669, 0.11835748792270534, 0, 33, 109, 5, 25100, 24840.0
69, 6480.0, 18000.0, 142, 61.0, 431, 416, 0.0, 0.18333333333333332, 0.13480392156862744, 0, 33, 109, 7, 25100, 24480.0
70, 5760.0, 17460.0, 142, 61.0, 402, 416, 0.0, 0.1580756013745704, 0.11886304909560721, 0, 33, 109, 13, 25100, 23220.0
71, 4500.0, 12600.0, 142, 61.0, 328, 356, 0.0, 0.0, 0.0, 0, 33, 109, 28, 25100, 17100.0
72, 3600.0, 9360.0, 140, 60.333333333333336, 254, 264, 0.0, 0.0, 0.0, 0, 33, 107, 47, 24700, 12960.0
73, 3060.0, 7560.0, 139, 59.666666666666664, 212, 212, 0.0, 0.0, 0.0, 0, 32, 107, 69, 24600, 10620.0
74, 2520.0000000000005, 5760.0, 137, 58.333333333333336, 172, 158, 0.0, 0.0, 0.0, 0, 30, 107, 95, 24400, 8280.0
75, 1980.0, 4320.0, 125, 52.666666666666664, 131, 120, 0.0, 0.0, 0.0, 0, 25, 100, 101, 22500, 6300.0
76, 1620.0, 3600.0, 112, 47.333333333333336, 108, 100, 0.0, 0.0, 0.0, 0, 23, 89, 96, 20100, 5220.0
77, 1800.0, 3240.0, 107, 44.0, 108, 93, 0.0, 0.0, 0.0, 0, 14, 93, 93, 20000, 5040.0
78, 4320.0, 4320.0, 107, 44.0, 244, 100, 0.0, 0.0, 0.0, 0, 11, 96, 72, 20300, 8640.0
79, 7200.0, 7200.0, 109, 45.333333333333336, 476, 100, 0.0, 0.0, 0.0, 0, 0, 109, 44, 21800, 14400.0
80, 9360.0, 8100.0, 131, 57.0, 550, 148, 0.0, 0.09567901234567901, 0.04438717067583047, 0, 30, 101, 34, 23200, 17460.0
81, 14580.000000000002, 9000.0, 137, 59.0, 596, 188, 0.27297668038408784, 0.011111111111111112, 0.173027989821883, 0, 31, 106, 28, 24300, 23580.0
82, 16920.0, 9900.0, 137, 59.0, 596, 224, 0.3735224586288416, 0.0, 0.2356450410141685, 0, 31, 106, 23, 24300, 26820.0
83, 18000.0, 10080.000000000002, 137, 59.0, 596, 231, 0.4111111111111111, 0.0, 0.2635327635327635, 0, 31, 106, 22, 24300, 28080.0
84, 17640.0, 9900.0, 135, 58.333333333333336, 594, 226, 0.39909297052154197, 0.0, 0.2556281771968047, 0, 31, 104, 20, 23900, 27540.0
85, 17820.0, 10080.000000000002, 135, 58.333333333333336, 596, 231, 0.4051627384960718, 0.0, 0.2587813620071684, 0, 31, 104, 19, 23900, 27900.0
86, 17640.0, 10440.0, 135, 58.333333333333336, 596, 245, 0.39909297052154197, 0.0, 0.25071225071225073, 0, 31, 104, 17, 23900, 28080.0
87, 17190.0, 10800.0, 135, 58.333333333333336, 596, 260, 0.3833624200116347, 0.0, 0.23544122901036088, 0, 31, 104, 15, 23900, 27990.0
88, 16200.0, 11340.0, 135, 58.333333333333336, 595, 282, 0.345679012345679, 0.0, 0.20334059549745825, 0, 31, 104, 11, 23900, 27540.0
89, 13500.0, 13140.0, 135, 58.333333333333336, 596, 353, 0.21481481481481482, 0.0, 0.10885885885885886, 0, 31, 104, 1, 23900, 26640.0
90, 10800.0, 14940.0, 143, 61.0, 596, 424, 0.018518518518518517, 0.002677376171352113, 0.009324009324009347, 0, 31, 112, 0, 25500, 25740.0
91, 9000.0, 16380.0, 143, 61.0, 532, 424, 0.0, 0.09035409035409042, 0.05831363278171793, 0, 31, 112, 0, 25500, 25380.0
92, 7200.0, 17640.0, 143, 61.0, 460, 424, 0.0, 0.15532879818594106, 0.1103059581320451, 0, 31, 112, 5, 25500, 24840.0
93, 6480.0, 18000.0, 143, 61.0, 431, 424, 0.0, 0.17222222222222222, 0.12663398692810457, 0, 31, 112, 12, 25500, 24480.0
94, 5760.0, 17460.0, 143, 61.0, 402, 424, 0.0, 0.14662084765177547, 0.1102497846683893, 0, 31, 112, 17, 25500, 23220.0
95, 4500.0, 12600.0, 142, 60.666666666666664, 326, 358, 0.0, 0.0, 0.0, 0, 31, 111, 30, 25300, 17100.0
96, 3600.0, 9360.0, 141, 60.0, 244, 274, 0.0, 0.0, 0.0, 0, 30, 111, 53, 25200, 12960.0
97, 3060.0, 7560.0, 139, 59.333333333333336, 197, 227, 0.0, 0.0, 0.0, 0, 30, 109, 77, 24800, 10620.0
98, 2520.0000000000005, 5760.0, 133, 56.0, 157, 173, 0.0, 0.0, 0.0, 0, 26, 107, 96, 24000, 8280.0
99, 1980.0, 4320.0, 121, 50.0, 120, 131, 0.0, 0.0, 0.0, 0, 20, 101, 101, 22200, 6300.0
100, 1620.0, 3600.0, 107, 43.333333333333336, 97, 111, 0.0, 0.0, 0.0, 0, 16, 91, 92, 19800, 5220.0
101, 1800.0, 3240.0, 107, 43.333333333333336, 104, 97, 0.0, 0.0, 0.0, 0, 6, 101, 99, 20800, 5040.0
102, 4320.0, 4320.0, 107, 43.333333333333336, 245, 99, 0.0, 0.0, 0.0, 0, 6, 101, 74, 20800, 8640.0
103, 7200.0, 7200.0, 112, 46.666666666666664, 476, 100, 0.0, 0.0, 0.0, 0, 2, 110, 48, 22200, 14400.0
104, 9360.0, 8100.0, 128, 54.666666666666664, 554, 144, 0.0, 0.05555555555555555, 0.025773195876288662, 0, 21, 107, 37, 23500, 17460.0
105, 14580.000000000002, 9000.0, 138, 58.0, 608, 208, 0.21810699588477372, 0.07777777777777778, 0.16454622561492793, 0, 28, 110, 26, 24800, 23580.0
106, 16920.0, 9900.0, 138, 58.0, 608, 244, 0.326241134751773, 0.0, 0.20581655480984337, 0, 28, 110, 21, 24800, 26820.0
107, 18000.0, 10080.000000000002, 138, 58.0, 607, 252, 0.36666666666666664, 0.0, 0.23504273504273504, 0, 28, 110, 19, 24800, 28080.0
108, 17640.0, 9900.0, 138, 58.0, 605, 247, 0.35374149659863946, 0.0, 0.2265795206971678, 0, 28, 110, 19, 24800, 27540.0
109, 17820.0, 10080.000000000002, 137, 57.666666666666664, 608, 251, 0.36026936026936024, 0.0, 0.2301075268817204, 0, 28, 109, 18, 24600, 27900.0
110, 17640.0, 10440.0, 137, 57.666666666666664, 607, 266, 0.35374149659863946, 0.0, 0.22222222222222224, 0, 28, 109, 16, 24600, 28080.0
111, 17190.0, 10800.0, 137, 57.666666666666664, 608, 280, 0.3368237347294939, 0.0, 0.20685959271168278, 0, 28, 109, 14, 24600, 27990.0
112, 16200.0, 11340.0, 137, 57.666666666666664, 607, 302, 0.2962962962962963, 0.0, 0.17429193899782136, 0, 28, 109, 11, 24600, 27540.0
113, 13500.0, 13140.0, 137, 57.666666666666664, 608, 373, 0.15555555555555556, 0.0, 0.07882882882882884, 0, 28, 109, 0, 24600, 26640.0
114, 10800.0, 14940.0, 146, 60.666666666666664, 583, 446, 0.0, 0.0, 0.0, 0, 28, 118, 0, 26400, 25740.0
115, 9000.0, 16380.0, 147, 61.0, 512, 456, 0.0, 0.0720390720390721, 0.04649330181245079, 0, 28, 119, 2, 26600, 25380.0
116, 7200.0, 17640.0, 147, 61.0, 440, 456, 0.0, 0.13832199546485263, 0.09822866344605477, 0, 28, 119, 8, 26600, 24840.0
117, 6480.0, 18000.0, 147, 61.0, 411, 456, 0.0, 0.15555555555555556, 0.11437908496732026, 0, 28, 119, 14, 26600, 24480.0
118, 5760.0, 17460.0, 147, 61.0, 382, 456, 0.0, 0.12943871706758303, 0.09732988802756243, 0, 28, 119, 21, 26600, 23220.0
119, 4500.0, 12600.0, 146, 60.666666666666664, 306, 378, 0.0, 0.0, 0.0, 0, 28, 118, 34, 26400, 17100.0
120, 3600.0, 9360.0, 143, 59.0, 232, 286, 0.0, 0.0, 0.0, 0, 26, 117, 51, 26000, 12960.0
121, 3060.0, 7560.0, 142, 58.666666666666664, 199, 225, 0.0, 0.0, 0.0, 0, 26, 116, 74, 25800, 10620.0
122, 2520.0000000000005, 5760.0, 133, 55.333333333333336, 164, 166, 0.0, 0.0, 0.0, 0, 25, 108, 93, 24100, 8280.0
123, 1980.0, 4320.0, 126, 51.333333333333336, 124, 127, 0.0, 0.0, 0.0, 0, 22, 104, 100, 23000, 6300.0
124, 1620.0, 3600.0, 113, 46.333333333333336, 105, 103, 0.0, 0.0, 0.0, 0, 20, 93, 93, 20600, 5220.0
125, 2340.0, 5040.000000000001, 113, 46.333333333333336, 191, 103, 0.0, 0.0, 0.0, 0, 4, 109, 88, 22200, 7380.000000000001
126, 4320.0, 6120.0, 112, 46.0, 314, 102, 0.0, 0.0, 0.0, 0, 4, 108, 68, 22000, 10440.0
127, 4860.0, 9000.0, 124, 54.333333333333336, 386, 168, 0.0, 0.03888888888888889, 0.025252525252525252, 0, 24, 100, 50, 22400, 13860.0
128, 6840.0, 9900.0, 124, 54.333333333333336, 465, 204, 0.0, 0.0, 0.0, 0, 24, 100, 34, 22400, 16740.0
129, 7380.0, 12600.0, 124, 54.333333333333336, 487, 312, 0.0, 0.0, 0.0, 0, 24, 100, 13, 22400, 19980.0
130, 7740.0, 14040.0, 124, 54.333333333333336, 500, 370, 0.0, 0.0, 0.0, 0, 24, 100, 3, 22400, 21780.0
131, 7920.0, 14580.000000000002, 125, 54.666666666666664, 508, 391, 0.0, 0.0, 0.0, 0, 24, 101, 0, 22600, 22500.0
132, 7740.0, 14760.0, 126, 55.0, 500, 399, 0.0, 0.0, 0.0, 0, 24, 102, 0, 22800, 22500.0
133, 7560.0, 14580.000000000002, 126, 55.0, 491, 394, 0.0, 0.0, 0.0, 0, 24, 102, 0, 22800, 22140.0
134, 7380.0, 14580.000000000002, 126, 55.0, 485, 393, 0.0, 0.0, 0.0, 0, 24, 102, 0, 22800, 21960.0
135, 7200.0, 14760.0, 126, 55.0, 480, 398, 0.0, 0.0, 0.0, 0, 24, 102, 0, 22800, 21960.0
136, 7020.0, 15120.0, 128, 55.666666666666664, 471, 413, 0.0, 0.0, 0.0, 0, 24, 104, 0, 23200, 22140.0
137, 6840.0, 15300.0, 129, 56.0, 465, 420, 0.0, 0.0, 0.0, 0, 24, 105, 0, 23400, 22140.0
138, 6660.0, 15660.0, 130, 56.333333333333336, 458, 432, 0.0, 0.0038314176245210366, 0.0026881720430107273, 0, 24, 106, 0, 23600, 22320.0
139, 6480.0, 16380.0, 130, 56.333333333333336, 451, 432, 0.0, 0.047619047619047686, 0.03412073490813653, 0, 24, 106, 0, 23600, 22860.0
140, 6480.0, 17640.0, 130, 56.333333333333336, 451, 432, 0.0, 0.11564625850340139, 0.08457711442786073, 0, 24, 106, 0, 23600, 24120.0
141, 6300.0, 18000.0, 130, 56.333333333333336, 444, 432, 0.0, 0.13333333333333333, 0.09876543209876543, 0, 24, 106, 0, 23600, 24300.0
142, 5760.0, 17460.0, 130, 56.333333333333336, 422, 432, 0.0, 0.1065292096219931, 0.0801033591731266, 0, 24, 106, 1, 23600, 23220.0
143, 4500.0, 12600.0, 130, 56.333333333333336, 331, 353, 0.0, 0.0, 0.0, 0, 24, 106, 11, 23600, 17100.0
144, 3600.0, 9360.0, 130, 56.333333333333336, 257, 261, 0.0, 0.0, 0.0, 0, 24, 106, 30, 23600, 12960.0
145, 3060.0, 7560.0, 129, 55.666666666666664, 209, 215, 0.0, 0.0, 0.0, 0, 23, 106, 60, 23500, 10620.0
146, 2520.0000000000005, 5760.0, 125, 53.333333333333336, 163, 167, 0.0, 0.0, 0.0, 0, 20, 105, 87, 23000, 8280.0
147, 1980.0, 4320.0, 116, 49.0, 123, 128, 0.0, 0.0, 0.0, 0, 17, 99, 101, 21500, 6300.0
148, 1620.0, 3600.0, 111, 47.0, 102, 106, 0.0, 0.0, 0.0, 0, 16, 95, 102, 20600, 5220.0
149, 2340.0, 5040.000000000001, 111, 47.0, 188, 106, 0.0, 0.0, 0.0, 0, 8, 103, 88, 21400, 7380.000000000001
150, 4320.0, 6120.0, 111, 47.0, 311, 105, 0.0, 0.0, 0.0, 0, 8, 103, 70, 21400, 10440.0
151, 4860.0, 9000.0, 120, 53.0, 398, 156, 0.0, 0.027777777777777776, 0.01803751803751804, 0, 21, 99, 51, 21900, 13860.0
152, 6840.0, 9900.0, 122, 53.666666666666664, 469, 200, 0.0, 0.020202020202020204, 0.01194743130227001, 0, 23, 99, 34, 22100, 16740.0
153, 7380.0, 12600.0, 124, 54.333333333333336, 491, 308, 0.0, 0.0, 0.0, 0, 23, 101, 15, 22500, 19980.0
154, 7740.0, 14040.0, 126, 55.0, 504, 366, 0.0, 0.0, 0.0, 0, 23, 103, 7, 22900, 21780.0
155, 7920.0, 14580.000000000002, 127, 55.333333333333336, 511, 388, 0.0, 0.0, 0.0, 0, 23, 104, 3, 23100, 22500.0
156, 7740.0, 14760.0, 127, 55.333333333333336, 505, 394, 0.0, 0.0, 0.0, 0, 23, 104, 2, 23100, 22500.0
157, 7560.0, 14580.000000000002, 127, 55.333333333333336, 496, 389, 0.0, 0.0, 0.0, 0, 23, 104, 2, 23100, 22140.0
158, 7380.0, 14580.000000000002, 127, 55.333333333333336, 490, 388, 0.0, 0.0, 0.0, 0, 23, 104, 2, 23100, 21960.0
159, 7200.0, 14760.0, 127, 55.333333333333336, 484, 394, 0.0, 0.0, 0.0, 0, 23, 104, 2, 23100, 21960.0
160, 7020.0, 15120.0, 128, 55.666666666666664, 476, 408, 0.0, 0.0, 0.0, 0, 23, 105, 1, 23300, 22140.0
161, 6840.0, 15300.0, 128, 55.666666666666664, 469, 416, 0.0, 0.0, 0.0, 0, 23, 105, 0, 23300, 22140.0
162, 6660.0, 15660.0, 130, 56.333333333333336, 462, 430, 0.0, 0.0, 0.0, 0, 23, 107, 1, 23700, 22320.0
163, 6480.0, 16380.0, 130, 56.333333333333336, 455, 432, 0.0, 0.04151404151404158, 0.0297462817147857, 0, 23, 107, 1, 23700, 22860.0
164, 6480.0, 17640.0, 130, 56.333333333333336, 455, 432, 0.0, 0.10997732426303858, 0.08043117744610284, 0, 23, 107, 1, 23700, 24120.0
165, 6300.0, 18000.0, 130, 56.333333333333336, 448, 432, 0.0, 0.12777777777777777, 0.09465020576131687, 0, 23, 107, 1, 23700, 24300.0
166, 5760.0, 17460.0, 130, 56.333333333333336, 426, 432, 0.0, 0.10080183276059562, 0.07579672695951764, 0, 23, 107, 2, 23700, 23220.0
167, 4500.0, 12600.0, 130, 56.333333333333336, 343, 341, 0.0, 0.0, 0.0, 0, 23, 107, 13, 23700, 17100.0
